Dealer,State,SaleDate,Make,Model,Year,Mileage,SalePrice,CostPrice,Profit,PaymentType,CustomerType,DaysOnLot,CarType
Bay Area Toyota,CA,2016-02-22,Toyota,Tacoma,2016,69247,22079,20205,1874,Loan,New,50,Truck
Dallas Toyota,TX,2023-05-01,Toyota,Tacoma,2012,85750,20490,17461,3028,Loan,Returning,42,Truck
Queens Toyota,NY,2023-11-01,Toyota,Rav4,2020,64983,23105,18662,4442,Cash,New,37,SUV
Bay Area Toyota,CA,2015-11-20,Toyota,Tundra,2016,66326,20366,19181,1184,Loan,New,49,Truck
Queens Toyota,NY,2022-07-06,Toyota,Corolla,2015,69866,19008,16469,2539,Loan,Returning,37,Sedan
San Diego Toyota,CA,2023-12-03,Toyota,Corolla,2022,49525,37538,31729,5809,Cash,New,23,Sedan
Toyota of Houston,TX,2018-01-19,Toyota,Tacoma,2024,10856,30439,27001,3437,Loan,Returning,31,Truck
Toyota of Houston,TX,2017-06-10,Toyota,Corolla,2024,30273,29839,24227,5611,Loan,New,51,Sedan
Toyota of Houston,TX,2015-04-27,Toyota,Corolla,2020,66193,24535,20571,3963,Loan,New,31,Sedan
Queens Toyota,NY,2023-12-07,Toyota,Prius,2014,74731,20231,18019,2212,Cash,New,18,Hatchback
Austin Toyota,TX,2017-02-13,Toyota,Highlander,2017,81063,26189,24416,1773,Loan,New,57,SUV
Queens Toyota,NY,2018-12-03,Toyota,Tacoma,2022,0,37208,31003,6205,Loan,Returning,53,Truck
Austin Toyota,TX,2021-12-10,Toyota,Camry,2019,22270,32851,28044,4807,Lease,New,26,Sedan
Bay Area Toyota,CA,2024-05-01,Toyota,Prius,2013,83707,19395,18288,1107,Loan,New,7,Hatchback
Toyota of Houston,TX,2023-06-04,Toyota,Camry,2012,112181,16765,15613,1152,Loan,New,37,Sedan
Brooklyn Toyota,NY,2021-09-20,Toyota,Highlander,2024,25748,27291,22240,5051,Cash,Returning,48,SUV
Brooklyn Toyota,NY,2023-10-25,Toyota,Camry,2019,44086,23328,19440,3887,Loan,New,48,Sedan
San Diego Toyota,CA,2015-06-22,Toyota,Highlander,2017,68168,20124,16565,3559,Loan,New,34,SUV
Queens Toyota,NY,2024-10-15,Toyota,Highlander,2011,77813,18365,16014,2351,Loan,Returning,37,SUV
Bay Area Toyota,CA,2017-08-21,Toyota,Tundra,2019,43939,29459,24078,5380,Loan,New,46,Truck
Toyota of Los Angeles,CA,2022-03-28,Toyota,Tacoma,2017,70525,21338,19880,1457,Loan,New,30,Truck
Toyota of Manhattan,NY,2024-08-02,Toyota,Prius,2024,4725,34754,32612,2141,Loan,Returning,48,Hatchback
Dallas Toyota,TX,2015-12-07,Toyota,Camry,2019,44789,32921,28841,4080,Loan,New,33,Sedan
Brooklyn Toyota,NY,2019-01-20,Toyota,Highlander,2022,43552,27810,24718,3092,Cash,New,45,SUV
Toyota of Los Angeles,CA,2023-11-15,Toyota,Prius,2015,57255,29205,26085,3119,Cash,New,42,Hatchback
San Diego Toyota,CA,2024-12-05,Toyota,Rav4,2014,66679,20353,17671,2682,Loan,New,64,SUV
San Diego Toyota,CA,2016-06-06,Toyota,Camry,2021,31221,34195,27594,6600,Loan,Returning,25,Sedan
Brooklyn Toyota,NY,2016-08-28,Toyota,Tundra,2021,32848,30667,26092,4574,Cash,New,53,Truck
Austin Toyota,TX,2019-01-18,Toyota,Prius,2018,45503,24642,22503,2139,Cash,Returning,63,Hatchback
San Diego Toyota,CA,2024-07-15,Toyota,Rav4,2010,100238,18482,16531,1951,Loan,New,43,SUV
Dallas Toyota,TX,2018-05-17,Toyota,Rav4,2022,38176,24824,21806,3017,Loan,Returning,64,SUV
Dallas Toyota,TX,2024-12-09,Toyota,Tundra,2015,76827,21110,17842,3268,Lease,New,24,Truck
Dallas Toyota,TX,2018-02-25,Toyota,Corolla,2021,62336,30301,24765,5536,Cash,New,68,Sedan
Dallas Toyota,TX,2024-09-12,Toyota,Corolla,2018,40357,23374,21978,1395,Loan,New,23,Sedan
Toyota of Los Angeles,CA,2019-11-03,Toyota,Camry,2023,27416,41079,37574,3504,Cash,Returning,34,Sedan
Brooklyn Toyota,NY,2018-12-18,Toyota,Prius,2016,42733,21432,20304,1128,Loan,Returning,32,Hatchback
Brooklyn Toyota,NY,2023-02-07,Toyota,Tacoma,2016,94776,21375,20130,1245,Cash,New,47,Truck
Brooklyn Toyota,NY,2017-05-07,Toyota,Corolla,2015,0,28264,25466,2798,Cash,New,23,Sedan
Toyota of Los Angeles,CA,2019-08-25,Toyota,Corolla,2011,96538,19148,15487,3661,Loan,Returning,31,Sedan
Austin Toyota,TX,2019-07-11,Toyota,Tundra,2020,46200,27679,25969,1710,Loan,Returning,62,Truck
Queens Toyota,NY,2022-07-27,Toyota,Highlander,2019,38226,30126,27721,2404,Loan,New,39,SUV
Brooklyn Toyota,NY,2016-12-05,Toyota,Corolla,2023,2487,35463,28792,6670,Cash,Returning,34,Sedan
Bay Area Toyota,CA,2024-04-26,Toyota,Rav4,2022,50788,25107,21480,3626,Loan,New,64,SUV
Bay Area Toyota,CA,2019-09-13,Toyota,Tacoma,2013,77806,19538,18402,1135,Lease,Returning,26,Truck
Austin Toyota,TX,2022-12-15,Toyota,Highlander,2016,31332,25349,22184,3164,Cash,New,50,SUV
Brooklyn Toyota,NY,2017-02-12,Toyota,Highlander,2019,35591,27232,23090,4142,Loan,New,36,SUV
Toyota of Houston,TX,2018-11-13,Toyota,Corolla,2020,35207,29078,25053,4025,Lease,New,36,Sedan
Bay Area Toyota,CA,2016-08-19,Toyota,Camry,2017,55332,22233,17825,4407,Loan,New,38,Sedan
Queens Toyota,NY,2020-03-06,Toyota,Camry,2014,49908,22993,18602,4390,Loan,New,44,Sedan
Toyota of Houston,TX,2017-09-12,Toyota,Rav4,2024,54038,30516,28302,2214,Lease,New,26,SUV
Toyota of Houston,TX,2022-07-11,Toyota,Highlander,2012,111690,8660,7778,881,Loan,New,54,SUV
Austin Toyota,TX,2024-12-07,Toyota,Corolla,2015,74242,27529,22807,4721,Loan,New,26,Sedan
Toyota of Los Angeles,CA,2021-05-25,Toyota,Rav4,2015,26233,19785,18558,1227,Lease,Returning,50,SUV
Brooklyn Toyota,NY,2020-09-21,Toyota,Rav4,2012,94712,11965,10834,1131,Cash,Returning,44,SUV
Toyota of Manhattan,NY,2018-07-24,Toyota,Corolla,2010,117648,6414,5999,415,Cash,Returning,7,Sedan
Austin Toyota,TX,2018-05-07,Toyota,Tundra,2023,49439,28807,24344,4463,Cash,New,14,Truck
Dallas Toyota,TX,2022-05-12,Toyota,Tacoma,2010,83617,14034,11259,2774,Loan,New,43,Truck
Bay Area Toyota,CA,2018-12-02,Toyota,Tacoma,2017,56516,21784,18299,3484,Cash,New,55,Truck
San Diego Toyota,CA,2019-02-12,Toyota,Corolla,2018,85993,26413,24236,2176,Loan,New,54,Sedan
Toyota of Los Angeles,CA,2019-08-14,Toyota,Prius,2022,27103,29930,25462,4468,Lease,New,14,Hatchback
Toyota of Houston,TX,2023-05-21,Toyota,Corolla,2024,0,36838,30732,6105,Cash,Returning,41,Sedan
Toyota of Los Angeles,CA,2015-08-22,Toyota,Highlander,2011,76151,19939,16818,3120,Loan,New,33,SUV
San Diego Toyota,CA,2020-06-18,Toyota,Corolla,2011,68698,14200,11938,2262,Loan,New,50,Sedan
Toyota of Los Angeles,CA,2018-10-15,Toyota,Camry,2015,62844,24505,22807,1698,Lease,Returning,10,Sedan
San Diego Toyota,CA,2020-01-21,Toyota,Tundra,2019,80779,27388,22427,4961,Cash,New,43,Truck
Brooklyn Toyota,NY,2021-11-12,Toyota,Highlander,2013,49513,23735,19267,4468,Cash,New,37,SUV
Queens Toyota,NY,2017-04-05,Toyota,Rav4,2012,68085,12645,11512,1132,Loan,New,46,SUV
Austin Toyota,TX,2017-10-28,Toyota,Tundra,2024,45835,27298,25892,1406,Loan,New,36,Truck
Toyota of Los Angeles,CA,2022-09-22,Toyota,Corolla,2021,15853,37118,34659,2459,Cash,Returning,51,Sedan
Brooklyn Toyota,NY,2019-10-09,Toyota,Tacoma,2016,64172,33037,30246,2790,Loan,New,5,Truck
Austin Toyota,TX,2017-04-12,Toyota,Camry,2019,79947,22109,18294,3815,Loan,Returning,23,Sedan
Bay Area Toyota,CA,2023-08-09,Toyota,Camry,2012,76146,13778,12427,1350,Cash,Returning,64,Sedan
Brooklyn Toyota,NY,2020-06-05,Toyota,Prius,2024,13225,37262,31988,5273,Cash,New,47,Hatchback
Toyota of Los Angeles,CA,2020-04-01,Toyota,Corolla,2014,95557,17783,16141,1641,Loan,New,51,Sedan
Toyota of Manhattan,NY,2023-05-11,Toyota,Tundra,2010,79571,17007,14959,2048,Cash,Returning,48,Truck
Toyota of Los Angeles,CA,2021-08-24,Toyota,Prius,2010,80883,19122,18070,1052,Loan,New,60,Hatchback
Bay Area Toyota,CA,2023-09-08,Toyota,Tundra,2010,119164,11251,9336,1915,Cash,New,26,Truck
Toyota of Manhattan,NY,2023-12-21,Toyota,Rav4,2015,74760,28670,25395,3275,Loan,New,92,SUV
Toyota of Los Angeles,CA,2015-05-18,Toyota,Rav4,2012,89003,15908,15061,847,Cash,New,41,SUV
Brooklyn Toyota,NY,2017-08-03,Toyota,Tacoma,2016,71639,24810,20544,4265,Cash,New,59,Truck
Queens Toyota,NY,2024-06-10,Toyota,Camry,2021,36439,31983,29452,2530,Loan,New,37,Sedan
Toyota of Houston,TX,2017-06-08,Toyota,Camry,2024,4868,38206,31401,6804,Lease,Returning,57,Sedan
Toyota of Los Angeles,CA,2024-09-13,Toyota,Corolla,2011,99784,13056,10522,2533,Loan,New,40,Sedan
Bay Area Toyota,CA,2024-05-03,Toyota,Tacoma,2014,47362,15565,12462,3102,Cash,New,35,Truck
Bay Area Toyota,CA,2015-04-25,Toyota,Tundra,2010,91514,14448,13666,781,Loan,Returning,35,Truck
Brooklyn Toyota,NY,2016-09-27,Toyota,Camry,2018,52696,25281,23394,1887,Loan,New,16,Sedan
Toyota of Manhattan,NY,2016-08-27,Toyota,Tacoma,2010,101220,17569,15851,1718,Loan,New,46,Truck
San Diego Toyota,CA,2015-03-10,Toyota,Tundra,2017,59241,19659,17255,2404,Loan,New,52,Truck
Toyota of Houston,TX,2019-07-24,Toyota,Prius,2024,11724,39862,36353,3508,Loan,New,27,Hatchback
Toyota of Los Angeles,CA,2016-09-12,Toyota,Rav4,2010,31586,22893,19998,2895,Cash,New,33,SUV
Toyota of Houston,TX,2022-10-04,Toyota,Camry,2016,64803,22180,19989,2190,Cash,Returning,67,Sedan
Toyota of Houston,TX,2020-04-28,Toyota,Camry,2016,50223,20423,17762,2660,Loan,New,65,Sedan
Brooklyn Toyota,NY,2015-03-03,Toyota,Prius,2016,49213,18940,15598,3342,Cash,New,45,Hatchback
Brooklyn Toyota,NY,2021-03-24,Toyota,Tacoma,2021,32224,27268,23938,3330,Lease,New,44,Truck
Dallas Toyota,TX,2017-11-06,Toyota,Camry,2020,51296,28030,25662,2368,Loan,New,36,Sedan
Queens Toyota,NY,2022-05-11,Toyota,Highlander,2013,79200,14853,12753,2099,Loan,New,33,SUV
Brooklyn Toyota,NY,2023-08-26,Toyota,Tacoma,2015,65694,22555,18625,3929,Lease,New,34,Truck
Toyota of Manhattan,NY,2024-08-27,Toyota,Prius,2022,39493,33656,30877,2778,Lease,New,49,Hatchback
Toyota of Houston,TX,2023-01-26,Toyota,Corolla,2017,49622,19384,18305,1078,Loan,New,39,Sedan
Queens Toyota,NY,2017-05-28,Toyota,Camry,2011,79757,13508,12384,1124,Loan,New,46,Sedan
Queens Toyota,NY,2018-04-11,Toyota,Rav4,2022,30601,39811,31989,7821,Loan,Returning,57,SUV
Brooklyn Toyota,NY,2021-04-27,Toyota,Camry,2014,25654,24840,22728,2112,Loan,Returning,5,Sedan
Dallas Toyota,TX,2023-10-02,Toyota,Prius,2018,79197,24354,22268,2086,Lease,New,53,Hatchback
Toyota of Los Angeles,CA,2015-12-28,Toyota,Tundra,2022,16168,32362,29322,3040,Cash,New,30,Truck
Toyota of Los Angeles,CA,2021-07-08,Toyota,Highlander,2024,12081,29943,25218,4724,Loan,New,20,SUV
Bay Area Toyota,CA,2022-02-09,Toyota,Tundra,2018,59026,19031,16755,2275,Loan,New,29,Truck
Brooklyn Toyota,NY,2023-09-12,Toyota,Tacoma,2022,27666,33866,30162,3703,Loan,New,50,Truck
Brooklyn Toyota,NY,2019-06-27,Toyota,Prius,2019,28127,19837,17283,2554,Loan,New,50,Hatchback
Austin Toyota,TX,2022-01-03,Toyota,Highlander,2018,8458,27716,22211,5505,Lease,New,33,SUV
Brooklyn Toyota,NY,2024-06-19,Toyota,Tundra,2011,53416,18384,14856,3527,Loan,Returning,50,Truck
Dallas Toyota,TX,2021-08-24,Toyota,Rav4,2024,25671,20250,17382,2868,Loan,Returning,51,SUV
Brooklyn Toyota,NY,2019-01-03,Toyota,Camry,2022,9979,26901,22932,3969,Loan,New,32,Sedan
Toyota of Manhattan,NY,2023-02-04,Toyota,Corolla,2017,35862,22685,21458,1226,Loan,New,57,Sedan
Toyota of Manhattan,NY,2018-06-10,Toyota,Camry,2021,47211,33069,29899,3170,Lease,New,54,Sedan
Austin Toyota,TX,2022-08-23,Toyota,Camry,2021,31620,30866,26464,4401,Loan,Returning,39,Sedan
San Diego Toyota,CA,2023-12-05,Toyota,Tacoma,2011,57886,13792,11340,2452,Lease,New,33,Truck
Toyota of Los Angeles,CA,2021-08-08,Toyota,Camry,2023,18300,32664,30714,1949,Cash,New,48,Sedan
Brooklyn Toyota,NY,2022-07-01,Toyota,Camry,2013,73903,21213,18930,2282,Lease,Returning,57,Sedan
Bay Area Toyota,CA,2019-05-10,Toyota,Highlander,2013,65504,26102,22862,3239,Loan,Returning,43,SUV
Toyota of Manhattan,NY,2015-06-23,Toyota,Prius,2024,2568,36739,31227,5511,Loan,New,38,Hatchback
Dallas Toyota,TX,2020-10-12,Toyota,Tundra,2024,15322,29598,26091,3507,Loan,New,29,Truck
Brooklyn Toyota,NY,2018-07-19,Toyota,Camry,2016,85477,19969,18435,1534,Loan,New,50,Sedan
Brooklyn Toyota,NY,2017-07-02,Toyota,Highlander,2016,51666,24016,20798,3217,Loan,New,53,SUV
Bay Area Toyota,CA,2018-09-13,Toyota,Tacoma,2021,55631,32172,26329,5842,Loan,New,27,Truck
Dallas Toyota,TX,2019-03-18,Toyota,Rav4,2020,29894,33940,30705,3234,Loan,New,71,SUV
Toyota of Los Angeles,CA,2017-04-25,Toyota,Prius,2019,27306,30267,27970,2297,Loan,New,31,Hatchback
Toyota of Los Angeles,CA,2017-06-02,Toyota,Highlander,2015,33702,24286,21374,2911,Lease,New,34,SUV
Dallas Toyota,TX,2015-02-17,Toyota,Camry,2013,97984,16416,13651,2764,Cash,Returning,46,Sedan
Toyota of Houston,TX,2018-03-08,Toyota,Tundra,2012,48750,23091,21928,1163,Cash,New,64,Truck
Toyota of Los Angeles,CA,2024-07-21,Toyota,Corolla,2015,61036,19036,17280,1756,Lease,New,2,Sedan
San Diego Toyota,CA,2016-02-15,Toyota,Corolla,2011,63784,16164,13689,2475,Cash,New,41,Sedan
Toyota of Manhattan,NY,2020-06-18,Toyota,Tundra,2019,24106,28134,25785,2349,Cash,Returning,23,Truck
Toyota of Houston,TX,2018-01-16,Toyota,Corolla,2013,77668,14379,13021,1358,Cash,Returning,63,Sedan
Queens Toyota,NY,2017-12-05,Toyota,Tacoma,2021,44938,16246,15128,1117,Loan,Returning,52,Truck
Austin Toyota,TX,2023-06-04,Toyota,Highlander,2015,87287,23977,21517,2459,Loan,New,51,SUV
Bay Area Toyota,CA,2015-11-14,Toyota,Highlander,2014,67763,15902,13897,2004,Lease,Returning,38,SUV
Toyota of Houston,TX,2017-08-25,Toyota,Corolla,2016,69579,22324,19492,2831,Loan,New,59,Sedan
Queens Toyota,NY,2018-04-25,Toyota,Rav4,2012,98558,13602,12315,1286,Cash,Returning,35,SUV
Bay Area Toyota,CA,2017-01-27,Toyota,Tacoma,2020,24386,31030,27068,3962,Loan,New,70,Truck
Queens Toyota,NY,2015-02-27,Toyota,Rav4,2018,40115,29502,24486,5016,Loan,New,27,SUV
Toyota of Manhattan,NY,2023-02-14,Toyota,Tacoma,2020,69185,25009,20981,4027,Loan,Returning,45,Truck
San Diego Toyota,CA,2023-08-20,Toyota,Tacoma,2010,109873,15477,13980,1496,Cash,New,31,Truck
Toyota of Los Angeles,CA,2022-09-18,Toyota,Highlander,2023,11779,31105,29523,1581,Loan,New,22,SUV
Austin Toyota,TX,2015-03-08,Toyota,Rav4,2019,70658,32587,28150,4437,Loan,New,45,SUV
San Diego Toyota,CA,2017-11-26,Toyota,Prius,2023,5607,30832,26754,4077,Loan,Returning,44,Hatchback
Toyota of Los Angeles,CA,2016-06-24,Toyota,Camry,2021,30790,29574,25196,4378,Loan,New,42,Sedan
Toyota of Houston,TX,2019-12-01,Toyota,Highlander,2015,104544,19397,17428,1968,Loan,Returning,51,SUV
Dallas Toyota,TX,2024-04-25,Toyota,Corolla,2023,20638,27758,22639,5118,Loan,Returning,33,Sedan
San Diego Toyota,CA,2024-09-24,Toyota,Highlander,2010,72075,11275,9175,2099,Cash,Returning,15,SUV
Queens Toyota,NY,2021-12-23,Toyota,Rav4,2021,56273,26444,24588,1856,Loan,New,41,SUV
San Diego Toyota,CA,2022-12-21,Toyota,Tacoma,2024,35035,32891,27699,5192,Loan,Returning,38,Truck
Bay Area Toyota,CA,2020-04-12,Toyota,Corolla,2012,94399,18065,15847,2218,Loan,New,43,Sedan
Austin Toyota,TX,2021-01-09,Toyota,Corolla,2019,51636,23080,21382,1698,Loan,Returning,37,Sedan
Queens Toyota,NY,2015-01-21,Toyota,Highlander,2015,79932,19387,17322,2064,Loan,Returning,42,SUV
Toyota of Manhattan,NY,2022-07-21,Toyota,Camry,2022,20257,31843,29665,2178,Lease,New,42,Sedan
Toyota of Houston,TX,2017-03-13,Toyota,Rav4,2015,41754,20053,18729,1323,Loan,Returning,31,SUV
Toyota of Manhattan,NY,2015-05-16,Toyota,Highlander,2012,67561,13469,12016,1452,Cash,New,15,SUV
Toyota of Houston,TX,2016-09-22,Toyota,Tacoma,2013,77646,22544,20088,2455,Cash,New,23,Truck
Toyota of Houston,TX,2020-08-16,Toyota,Prius,2013,74111,23678,21607,2071,Cash,New,31,Hatchback
Austin Toyota,TX,2017-09-22,Toyota,Camry,2023,5625,39980,35881,4099,Loan,Returning,37,Sedan
Toyota of Manhattan,NY,2018-10-18,Toyota,Tundra,2016,102983,20050,18008,2042,Loan,Returning,32,Truck
Brooklyn Toyota,NY,2018-01-24,Toyota,Highlander,2012,69680,17865,16711,1153,Loan,New,22,SUV
Toyota of Houston,TX,2021-01-24,Toyota,Corolla,2012,73921,21531,17515,4016,Lease,Returning,21,Sedan
Queens Toyota,NY,2020-03-19,Toyota,Tacoma,2016,60398,23116,19728,3387,Loan,Returning,18,Truck
Austin Toyota,TX,2020-06-12,Toyota,Tundra,2019,7684,25889,24234,1655,Cash,Returning,15,Truck
Queens Toyota,NY,2016-01-18,Toyota,Tacoma,2013,54022,21948,20766,1182,Cash,New,69,Truck
Toyota of Manhattan,NY,2016-07-24,Toyota,Prius,2022,4743,30592,26546,4046,Loan,New,34,Hatchback
Dallas Toyota,TX,2020-08-12,Toyota,Prius,2017,33597,27052,22542,4509,Loan,New,24,Hatchback
San Diego Toyota,CA,2015-01-26,Toyota,Prius,2017,42489,21017,19348,1669,Loan,New,47,Hatchback
Brooklyn Toyota,NY,2018-10-15,Toyota,Tacoma,2019,20198,29795,24964,4831,Loan,Returning,20,Truck
Austin Toyota,TX,2022-05-12,Toyota,Highlander,2011,72817,16412,14167,2245,Lease,New,30,SUV
Dallas Toyota,TX,2022-10-03,Toyota,Highlander,2022,43645,17775,14968,2806,Lease,New,46,SUV
Toyota of Manhattan,NY,2024-04-12,Toyota,Tundra,2022,39291,30289,27187,3101,Loan,Returning,28,Truck
Bay Area Toyota,CA,2019-09-16,Toyota,Corolla,2024,8090,40266,33807,6458,Cash,New,29,Sedan
Austin Toyota,TX,2018-03-12,Toyota,Corolla,2020,84412,21901,19644,2257,Loan,New,57,Sedan
Austin Toyota,TX,2023-01-28,Toyota,Tundra,2014,80728,27974,24172,3801,Lease,New,32,Truck
Toyota of Los Angeles,CA,2015-09-20,Toyota,Corolla,2015,59932,20726,17105,3621,Loan,New,32,Sedan
San Diego Toyota,CA,2017-06-25,Toyota,Tacoma,2021,54513,30536,26470,4066,Loan,New,35,Truck
San Diego Toyota,CA,2022-04-22,Toyota,Highlander,2013,77830,15714,13910,1804,Loan,Returning,36,SUV
Brooklyn Toyota,NY,2019-10-04,Toyota,Highlander,2010,85785,15759,13984,1775,Loan,Returning,30,SUV
Toyota of Houston,TX,2015-10-26,Toyota,Camry,2021,41072,30124,27207,2917,Loan,New,13,Sedan
Brooklyn Toyota,NY,2015-05-27,Toyota,Corolla,2015,56559,24260,21064,3196,Lease,Returning,29,Sedan
Toyota of Houston,TX,2018-01-08,Toyota,Camry,2016,86972,27463,24210,3253,Loan,New,31,Sedan
Bay Area Toyota,CA,2015-01-27,Toyota,Highlander,2023,13557,31907,27848,4059,Loan,New,58,SUV
Brooklyn Toyota,NY,2015-04-15,Toyota,Highlander,2014,90059,14981,13425,1556,Cash,New,49,SUV
Austin Toyota,TX,2019-01-23,Toyota,Rav4,2018,46781,27832,23175,4656,Loan,Returning,40,SUV
Dallas Toyota,TX,2020-01-05,Toyota,Rav4,2023,34673,33850,31388,2462,Cash,New,6,SUV
San Diego Toyota,CA,2016-08-01,Toyota,Highlander,2018,39652,27662,24054,3607,Lease,New,57,SUV
Queens Toyota,NY,2022-01-26,Toyota,Camry,2024,0,33478,31401,2077,Cash,Returning,60,Sedan
Austin Toyota,TX,2019-11-06,Toyota,Prius,2018,28980,29011,27325,1686,Loan,New,40,Hatchback
Toyota of Manhattan,NY,2024-04-12,Toyota,Prius,2024,26284,28007,25270,2737,Loan,Returning,43,Hatchback
Austin Toyota,TX,2020-10-17,Toyota,Tundra,2017,46473,27133,22250,4882,Loan,Returning,30,Truck
Bay Area Toyota,CA,2016-03-17,Toyota,Tundra,2024,24034,31452,25727,5725,Loan,New,38,Truck
Toyota of Houston,TX,2024-06-16,Toyota,Camry,2018,24578,26076,21375,4701,Lease,Returning,52,Sedan
Brooklyn Toyota,NY,2023-11-02,Toyota,Rav4,2017,61842,25510,22558,2951,Loan,Returning,43,SUV
Dallas Toyota,TX,2020-11-13,Toyota,Rav4,2023,5799,33474,29267,4207,Cash,Returning,42,SUV
Toyota of Manhattan,NY,2015-06-06,Toyota,Rav4,2015,53164,24642,23407,1234,Cash,New,20,SUV
Dallas Toyota,TX,2021-07-11,Toyota,Highlander,2022,46845,32693,26791,5902,Loan,Returning,31,SUV
Dallas Toyota,TX,2023-10-11,Toyota,Corolla,2021,33886,27642,22114,5527,Loan,New,38,Sedan
San Diego Toyota,CA,2015-03-13,Toyota,Prius,2021,30000,31634,29188,2446,Loan,Returning,37,Hatchback
Dallas Toyota,TX,2018-12-28,Toyota,Corolla,2014,67763,17708,15939,1768,Loan,Returning,14,Sedan
San Diego Toyota,CA,2023-10-14,Toyota,Tacoma,2017,92225,20875,18177,2698,Lease,New,50,Truck
Toyota of Houston,TX,2019-07-24,Toyota,Corolla,2017,37566,33992,28890,5102,Cash,Returning,31,Sedan
San Diego Toyota,CA,2020-09-23,Toyota,Tacoma,2020,58022,27167,23373,3793,Lease,New,47,Truck
Toyota of Los Angeles,CA,2019-01-21,Toyota,Tundra,2019,70235,17304,15864,1440,Loan,New,58,Truck
Toyota of Manhattan,NY,2024-11-13,Toyota,Rav4,2011,73338,17544,16237,1306,Loan,New,68,SUV
Bay Area Toyota,CA,2023-09-02,Toyota,Tundra,2010,62401,15198,14269,928,Cash,New,41,Truck
Queens Toyota,NY,2019-09-14,Toyota,Highlander,2010,83549,20140,16602,3537,Lease,Returning,60,SUV
Toyota of Los Angeles,CA,2015-09-06,Toyota,Camry,2022,17417,34820,30825,3995,Cash,Returning,25,Sedan
Brooklyn Toyota,NY,2022-01-22,Toyota,Prius,2012,98430,13486,12161,1325,Lease,Returning,23,Hatchback
Brooklyn Toyota,NY,2016-08-03,Toyota,Camry,2017,64628,25760,22968,2792,Loan,Returning,48,Sedan
Toyota of Los Angeles,CA,2016-08-21,Toyota,Rav4,2012,45600,21883,18241,3641,Loan,New,47,SUV
Toyota of Houston,TX,2021-10-10,Toyota,Corolla,2013,71798,15848,14598,1249,Cash,New,29,Sedan
Toyota of Manhattan,NY,2018-06-16,Toyota,Prius,2021,50937,23722,19350,4371,Loan,New,45,Hatchback
Bay Area Toyota,CA,2021-12-15,Toyota,Corolla,2010,77068,6642,6031,610,Loan,New,43,Sedan
San Diego Toyota,CA,2018-09-01,Toyota,Prius,2018,32390,22087,19692,2395,Loan,New,40,Hatchback
Brooklyn Toyota,NY,2022-07-10,Toyota,Prius,2021,24377,33798,30599,3198,Loan,New,20,Hatchback
Bay Area Toyota,CA,2019-11-03,Toyota,Tundra,2024,43426,36689,31961,4727,Loan,New,34,Truck
Toyota of Manhattan,NY,2020-08-21,Toyota,Corolla,2021,55925,28579,26953,1626,Loan,Returning,28,Sedan
Brooklyn Toyota,NY,2023-10-21,Toyota,Camry,2023,0,33290,30103,3187,Cash,Returning,21,Sedan
Queens Toyota,NY,2015-08-28,Toyota,Highlander,2012,62690,24685,22720,1965,Loan,Returning,52,SUV
Toyota of Houston,TX,2019-07-24,Toyota,Tundra,2019,62947,27971,25772,2198,Cash,New,59,Truck
Dallas Toyota,TX,2022-01-04,Toyota,Rav4,2022,43911,27973,26031,1941,Cash,New,48,SUV
Toyota of Manhattan,NY,2023-09-16,Toyota,Camry,2013,41290,16744,15101,1642,Cash,New,8,Sedan
Dallas Toyota,TX,2015-12-26,Toyota,Highlander,2015,72876,21913,20015,1897,Loan,New,14,SUV
Austin Toyota,TX,2024-10-21,Toyota,Tundra,2016,51821,25335,21842,3492,Loan,New,45,Truck
San Diego Toyota,CA,2021-11-15,Toyota,Camry,2011,81338,15680,13344,2336,Lease,New,35,Sedan
San Diego Toyota,CA,2015-07-05,Toyota,Corolla,2024,13256,40151,35689,4462,Loan,New,55,Sedan
Austin Toyota,TX,2020-01-15,Toyota,Tundra,2012,67164,20047,16268,3778,Loan,New,25,Truck
Dallas Toyota,TX,2023-12-08,Toyota,Tundra,2024,14040,34464,32401,2062,Cash,Returning,49,Truck
Austin Toyota,TX,2018-06-25,Toyota,Rav4,2012,71024,11428,10851,577,Loan,New,37,SUV
Toyota of Los Angeles,CA,2018-11-07,Toyota,Prius,2020,33710,23725,19384,4341,Lease,New,15,Hatchback
Toyota of Los Angeles,CA,2020-03-05,Toyota,Rav4,2019,0,34943,30165,4778,Loan,Returning,30,SUV
Austin Toyota,TX,2021-06-07,Toyota,Tacoma,2015,49584,21990,20545,1445,Cash,New,53,Truck
Queens Toyota,NY,2015-12-14,Toyota,Tundra,2012,92462,17785,14394,3391,Loan,New,25,Truck
Toyota of Houston,TX,2023-11-03,Toyota,Tacoma,2016,72268,21576,18027,3549,Loan,New,48,Truck
Dallas Toyota,TX,2019-10-03,Toyota,Corolla,2015,98888,20357,17346,3011,Loan,New,46,Sedan
San Diego Toyota,CA,2015-04-25,Toyota,Camry,2015,78519,18885,16310,2574,Loan,New,49,Sedan
Queens Toyota,NY,2024-01-15,Toyota,Prius,2024,25070,34099,30185,3913,Loan,New,19,Hatchback
Brooklyn Toyota,NY,2016-11-11,Toyota,Tacoma,2012,62276,14018,12335,1682,Cash,New,53,Truck
Brooklyn Toyota,NY,2017-03-14,Toyota,Camry,2015,51318,15338,13135,2203,Loan,New,43,Sedan
